CustomerID,Recency,Frequency,Monetary,TotalItems,AvgRevenuePerTransaction,UniqueProducts,LifespanDays,TotalTransactions,Cluster,Segment
15035,89,1,252.73000000000002,245,9.36037037037037,26,0,27,1,Regular Customers
15036,71,3,429.56,316,3.609747899159664,107,107,119,0,Low Engagement
15038,58,6,685.74,212,5.48592,105,311,125,0,Low Engagement
15039,9,47,18587.09,8841,12.627099184782608,408,359,1472,2,Loyal Customers
15041,169,1,179.93,103,2.7262121212121215,66,0,66,1,Regular Customers
15042,198,1,135.93,30,27.186,5,0,5,1,Regular Customers
15043,30,1,537.0,300,179.0,3,0,3,3,VIP Customers
15044,18,17,7634.7300000000005,2785,17.19533783783784,233,342,444,2,Loyal Customers
15045,151,2,735.66,114,61.305,11,105,12,3,VIP Customers
15046,8,15,4839.47,3211,24.318944723618092,146,329,199,2,Loyal Customers
15047,269,1,343.62,222,15.61909090909091,22,0,22,1,Regular Customers
15048,64,4,381.0,192,4.053191489361702,86,303,94,0,Low Engagement
15049,273,1,121.17000000000002,63,40.39000000000001,3,0,3,1,Regular Customers
15050,24,3,1737.69,1216,22.86434210526316,68,46,76,0,Low Engagement
15051,22,3,1383.3600000000001,1010,9.741971830985916,130,127,142,0,Low Engagement
15052,318,1,207.73000000000002,79,7.418928571428572,27,0,28,1,Regular Customers
15053,4,3,693.95,984,10.057246376811595,49,277,69,0,Low Engagement
15054,11,2,302.1,198,2.6500000000000004,105,28,114,0,Low Engagement
15057,274,2,1220.4,650,50.85,24,40,24,1,Regular Customers
15058,24,11,2102.54,1054,7.904285714285714,199,286,266,2,Loyal Customers
15059,40,9,1337.72,604,5.644388185654009,161,293,237,2,Loyal Customers
15060,7,4,293.0,256,2.5701754385964914,80,0,114,0,Low Engagement
15061,3,48,24402.72,20224,71.98442477876107,57,368,339,2,Loyal Customers
15062,70,4,987.86,763,17.330877192982456,47,288,57,0,Low Engagement
15063,212,1,115.6,40,28.9,4,0,4,1,Regular Customers
15065,37,4,2908.13,1381,18.88396103896104,147,253,154,2,Loyal Customers
15066,52,1,893.59,317,21.275952380952383,42,0,42,0,Low Engagement
15067,77,3,1744.76,954,21.277560975609756,82,204,82,0,Low Engagement
15068,45,2,553.36,364,5.320769230769231,96,210,104,0,Low Engagement
15069,178,1,1109.53,520,15.850428571428571,70,0,70,0,Low Engagement
15070,372,1,106.2,36,106.2,1,0,1,3,VIP Customers
15071,93,2,982.07,269,37.77192307692308,25,182,26,0,Low Engagement
15073,9,3,1043.41,491,19.322407407407407,31,177,54,0,Low Engagement
15074,104,1,735.67,431,17.943170731707315,41,0,41,1,Regular Customers
15075,77,1,773.03,447,28.63074074074074,27,0,27,1,Regular Customers
15076,172,1,880.85,571,17.976530612244897,49,0,49,1,Regular Customers
15078,6,32,9743.11,5105,22.14343181818182,97,361,440,2,Loyal Customers
15079,212,4,895.61,389,19.055531914893617,46,153,47,0,Low Engagement
15081,21,5,504.8,190,15.296969696969697,26,345,33,0,Low Engagement
15083,256,1,88.2,38,17.64,5,0,5,1,Regular Customers
15087,281,1,306.94,470,20.462666666666667,15,0,15,1,Regular Customers
15088,20,2,1160.07,460,20.352105263157895,53,45,57,0,Low Engagement
15089,9,6,2420.84,1359,16.69544827586207,139,118,145,2,Loyal Customers
15090,307,1,381.32,208,16.57913043478261,23,0,23,1,Regular Customers
15091,67,1,480.71,346,16.023666666666667,30,0,30,1,Regular Customers
15092,214,2,457.81,135,17.608076923076922,23,68,26,1,Regular Customers
15093,17,6,4394.22,3640,41.06747663551402,52,353,107,2,Loyal Customers
15095,103,4,1370.6,1079,29.161702127659574,30,99,47,0,Low Engagement
15096,42,1,219.39000000000001,120,19.944545454545455,11,0,11,1,Regular Customers
15097,3,1,248.08,170,9.923200000000001,25,0,25,1,Regular Customers
15099,83,1,410.48,343,17.84695652173913,23,0,23,1,Regular Customers
15100,333,1,175.2,16,175.2,1,0,1,3,VIP Customers
15101,8,2,317.53,241,39.69125,8,350,8,0,Low Engagement
15103,30,2,703.36,329,20.096,35,55,35,0,Low Engagement
15104,196,2,993.54,635,14.828955223880596,66,85,67,0,Low Engagement
15105,17,7,2298.93,1211,22.76168316831683,90,116,101,0,Low Engagement
15106,17,5,1422.52,1181,14.2252,90,251,100,0,Low Engagement
15107,310,6,319.5,169,19.96875,12,61,16,1,Regular Customers
15108,141,3,1159.25,490,20.337719298245613,49,85,57,0,Low Engagement
15109,245,1,484.95,131,17.319642857142856,28,0,28,1,Regular Customers
15110,23,4,996.1,246,28.46,17,294,35,0,Low Engagement
15111,28,3,1567.48,710,18.660476190476192,70,343,84,0,Low Engagement
15113,9,3,3264.24,2247,34.36042105263158,76,44,95,0,Low Engagement
15114,29,10,2760.56,3096,14.012994923857867,136,271,197,2,Loyal Customers
15115,17,1,340.11,157,16.195714285714285,21,0,21,1,Regular Customers
15116,17,4,1352.75,648,30.06111111111111,37,187,45,0,Low Engagement
15117,14,5,1551.78,1948,19.64278481012658,63,200,79,0,Low Engagement
15119,245,1,266.4,88,19.02857142857143,14,0,14,1,Regular Customers
15120,133,1,358.82,296,17.086666666666666,21,0,21,1,Regular Customers
15121,49,2,457.72,199,16.34714285714286,28,238,28,0,Low Engagement
15122,113,3,1633.78,800,19.924146341463413,65,183,82,0,Low Engagement
15123,6,2,2199.31,1195,20.748207547169812,93,198,106,0,Low Engagement
15124,22,2,184.19,233,12.279333333333334,14,169,15,1,Regular Customers
15125,24,15,9888.08,5561,81.71966942148761,96,245,121,2,Loyal Customers
15127,65,1,406.53,251,25.408125,16,0,16,1,Regular Customers
15128,59,4,1471.0,1343,14.42156862745098,74,159,102,0,Low Engagement
15129,49,10,2529.4,1578,31.22716049382716,54,241,81,2,Loyal Customers
15130,169,1,330.11,197,15.005,22,0,22,1,Regular Customers
15132,17,5,977.9300000000001,679,18.806346153846157,49,244,52,0,Low Engagement
15133,127,3,982.42,680,33.87655172413793,27,174,29,0,Low Engagement
15134,14,8,1387.99,887,19.013561643835615,44,225,73,0,Low Engagement
15135,238,1,139.05,43,15.450000000000001,9,0,9,1,Regular Customers
15136,2,4,1286.7,776,18.92205882352941,61,93,68,0,Low Engagement
15139,239,2,178.96,208,13.766153846153847,13,96,13,1,Regular Customers
15140,51,7,2354.25,1572,29.428125,74,211,80,0,Low Engagement
15142,45,1,498.74,365,19.182307692307692,26,0,26,1,Regular Customers
15143,225,1,259.45,150,18.532142857142855,14,0,14,1,Regular Customers
15144,7,17,6580.44,3050,30.324608294930872,132,304,217,2,Loyal Customers
15145,3,4,1194.73,756,17.83179104477612,54,244,67,0,Low Engagement
15146,164,2,1327.16,1473,14.584175824175825,90,126,91,0,Low Engagement
15147,239,1,623.5,366,22.267857142857142,28,0,28,1,Regular Customers
15148,10,1,301.29,187,15.0645,20,0,20,1,Regular Customers
15149,133,1,520.8000000000001,128,22.643478260869568,23,0,23,1,Regular Customers
15150,16,10,5291.33,3642,15.517096774193549,282,251,341,2,Loyal Customers
15152,9,13,4745.69,2704,17.511771217712177,196,177,271,2,Loyal Customers
15153,30,1,329.25,198,14.965909090909092,22,0,22,1,Regular Customers
15154,74,1,254.28,89,3.581408450704225,66,0,71,1,Regular Customers
15156,0,3,961.49,597,17.481636363636365,51,32,55,0,Low Engagement
15157,3,3,1936.07,2392,15.48856,125,354,125,2,Loyal Customers
15158,44,1,401.40000000000003,198,57.34285714285715,7,0,7,3,VIP Customers
15159,1,30,18141.010000000002,11437,25.622895480225992,361,359,708,2,Loyal Customers
15160,356,1,158.16,84,39.54,4,0,4,1,Regular Customers
15163,17,2,304.47,186,10.49896551724138,29,173,29,0,Low Engagement
15164,68,3,824.58,351,8.164158415841584,79,270,101,0,Low Engagement
15165,372,1,487.75,160,18.064814814814813,27,0,27,1,Regular Customers
15167,320,1,158.8,65,4.071794871794872,39,0,39,1,Regular Customers
15168,25,1,106.56,52,21.312,5,0,5,1,Regular Customers
15171,330,1,544.5,190,136.125,4,0,4,3,VIP Customers
15172,8,5,1624.05,1611,14.764090909090909,106,227,110,0,Low Engagement
15174,322,1,135.75,145,12.340909090909092,11,0,11,1,Regular Customers
15175,71,1,224.14,454,9.745217391304347,23,0,23,1,Regular Customers
15178,259,1,40.5,30,13.5,3,0,3,1,Regular Customers
15179,17,5,2206.95,1938,23.73064516129032,91,300,93,2,Loyal Customers
15180,366,1,87.5,36,14.583333333333334,6,0,6,1,Regular Customers
15181,65,3,450.67999999999995,520,30.04533333333333,10,203,15,0,Low Engagement
15182,153,2,622.85,253,21.477586206896554,24,114,29,1,Regular Customers
15184,28,2,402.2,199,6.487096774193549,59,161,62,0,Low Engagement
15185,69,1,310.62,666,14.791428571428572,21,0,21,1,Regular Customers
15186,13,2,411.41,215,21.653157894736843,17,154,19,0,Low Engagement
15187,1,13,2886.58,1702,34.778072289156626,59,210,83,2,Loyal Customers
15189,0,41,11740.83,4949,60.209384615384614,79,331,195,2,Loyal Customers
15192,119,3,1044.32,918,20.47686274509804,36,245,51,0,Low Engagement
15193,60,1,499.32,144,26.28,19,0,19,1,Regular Customers
15194,2,15,7384.53,5543,23.898155339805825,209,365,309,2,Loyal Customers
15197,10,3,660.21,457,21.297096774193548,29,347,31,0,Low Engagement
15198,91,2,193.64,120,19.363999999999997,10,31,10,1,Regular Customers
15199,58,4,758.7,196,68.97272727272728,5,249,11,3,VIP Customers
15201,86,5,1236.54,1210,17.92086956521739,35,160,69,0,Low Engagement
15203,25,6,1827.8,1753,12.871830985915492,82,285,142,2,Loyal Customers
15204,356,1,316.58,258,35.175555555555555,9,0,9,1,Regular Customers
15205,84,2,653.24,378,17.655135135135136,37,42,37,0,Low Engagement
15206,9,4,420.29999999999995,162,46.699999999999996,3,265,9,0,Low Engagement
15208,0,5,870.12,316,20.717142857142857,25,352,42,0,Low Engagement
15210,224,1,331.18,228,16.559,20,0,20,1,Regular Customers
15211,59,2,894.4100000000001,240,17.20019230769231,52,304,52,0,Low Engagement
15212,240,1,101.8,36,20.36,5,0,5,1,Regular Customers
15213,318,2,328.35,272,13.68125,22,11,24,1,Regular Customers
15214,1,8,1661.44,1254,15.104000000000001,109,241,110,2,Loyal Customers
15215,46,3,734.94,225,20.998285714285714,33,49,35,0,Low Engagement
15216,87,1,96.6,28,48.3,2,0,2,1,Regular Customers
15218,10,11,5524.89,3169,33.48418181818182,76,308,165,2,Loyal Customers
15219,175,1,305.75,45,33.97222222222222,9,0,9,1,Regular Customers
15220,51,6,1778.96,1393,15.204786324786324,110,229,117,2,Loyal Customers
15221,365,1,403.25,43,80.65,5,0,5,3,VIP Customers
15222,318,1,585.0,440,117.0,5,0,5,3,VIP Customers
15223,225,2,755.75,213,37.7875,14,23,20,1,Regular Customers
15224,357,2,322.08,152,23.005714285714284,13,4,14,1,Regular Customers
15225,233,1,409.40000000000003,226,17.8,23,0,23,1,Regular Customers
15226,310,1,154.41,71,19.30125,8,0,8,1,Regular Customers
15227,36,5,1219.4,750,21.024137931034485,43,280,58,0,Low Engagement
15228,65,4,3386.71,2255,27.09368,110,228,125,2,Loyal Customers
15230,238,2,429.6,351,18.678260869565218,23,1,23,1,Regular Customers
15232,112,2,612.06,686,19.743870967741934,26,27,31,0,Low Engagement
15234,276,1,197.0,196,14.071428571428571,14,0,14,1,Regular Customers
15235,217,12,2247.51,1324,15.716853146853149,132,155,143,2,Loyal Customers
15236,298,1,321.05,269,21.403333333333332,15,0,15,1,Regular Customers
15237,1,4,1412.32,1071,14.265858585858584,94,225,99,0,Low Engagement
15238,28,3,1071.99,692,21.4398,49,154,50,0,Low Engagement
15239,9,2,780.59,594,15.930408163265307,48,68,49,0,Low Engagement
15240,44,5,1706.57,1369,21.879102564102563,58,267,78,0,Low Engagement
15241,66,8,1756.44,1818,15.967636363636364,82,216,110,2,Loyal Customers
15243,73,1,316.68,185,14.394545454545455,22,0,22,1,Regular Customers
15244,64,2,631.57,405,18.57558823529412,31,182,34,0,Low Engagement
15245,133,3,2271.04,1688,25.80727272727273,55,127,88,0,Low Engagement
15246,237,2,514.15,247,15.58030303030303,32,120,33,1,Regular Customers
15247,121,1,356.0,160,59.333333333333336,6,0,6,3,VIP Customers
15249,31,13,6688.46,3577,19.109885714285713,211,224,350,2,Loyal Customers
15251,8,11,10136.99,5931,92.15445454545454,96,232,110,2,Loyal Customers
15252,35,2,740.78,522,16.83590909090909,44,146,44,0,Low Engagement
15253,15,5,918.1999999999999,866,17.32452830188679,52,153,53,0,Low Engagement
15254,126,1,300.36,275,16.686666666666667,18,0,18,1,Regular Customers
15255,66,1,890.85,489,18.95425531914894,47,0,47,0,Low Engagement
15256,148,1,98.45,55,16.408333333333335,6,0,6,1,Regular Customers
15257,282,1,317.15,46,45.30714285714286,7,0,7,1,Regular Customers
15258,168,2,623.16,142,18.328235294117647,32,48,34,1,Regular Customers
15260,99,7,1810.77,885,23.516493506493507,62,272,77,0,Low Engagement
15261,134,1,254.82,270,13.41157894736842,19,0,19,1,Regular Customers
15262,323,1,178.95000000000002,73,17.895000000000003,10,0,10,1,Regular Customers
15263,106,1,156.51,89,13.042499999999999,12,0,12,1,Regular Customers
15264,63,1,393.74,265,17.11913043478261,23,0,23,1,Regular Customers
15265,150,2,1506.1200000000001,612,18.36731707317073,76,84,82,0,Low Engagement
15266,337,1,119.3,18,19.883333333333333,6,0,6,1,Regular Customers
15267,21,5,914.56,656,114.32,5,160,8,3,VIP Customers
15269,23,1,118.80000000000001,24,118.80000000000001,1,0,1,3,VIP Customers
15270,15,7,2089.49,1519,52.237249999999996,21,294,40,0,Low Engagement
15271,6,15,2493.34,1251,9.444469696969698,184,358,264,2,Loyal Customers
15272,56,2,721.94,310,11.45936507936508,63,28,63,0,Low Engagement
15274,3,2,716.57,619,15.246170212765959,44,14,47,0,Low Engagement
15275,37,1,615.14,498,15.003414634146342,41,0,41,0,Low Engagement
15276,65,1,128.63,61,2.6251020408163264,49,0,49,1,Regular Customers
15277,46,1,255.89999999999998,205,21.325,12,0,12,1,Regular Customers
15279,354,1,290.51,189,15.29,19,0,19,1,Regular Customers
15280,171,1,113.12,154,7.07,16,0,16,1,Regular Customers
15281,58,9,2332.15,1211,16.778057553956835,121,274,139,2,Loyal Customers
15286,49,1,240.55,55,80.18333333333334,3,0,3,3,VIP Customers
15287,21,2,486.69,433,24.3345,17,48,20,0,Low Engagement
15288,42,5,2306.52,775,26.210454545454546,80,322,88,0,Low Engagement
15289,28,3,939.78,1008,16.20310344827586,43,220,58,0,Low Engagement
15290,4,18,7943.22,4501,38.93735294117647,93,354,204,2,Loyal Customers
15291,25,13,4175.94,1910,41.7594,60,348,100,2,Loyal Customers
15292,200,1,178.39,55,7.432916666666666,24,0,24,1,Regular Customers
15296,50,6,3672.86,1766,18.932268041237116,137,275,194,2,Loyal Customers
15297,9,3,641.94,292,16.46,30,53,39,0,Low Engagement
15298,1,11,3809.9,2756,19.94712041884817,114,364,191,2,Loyal Customers
15300,63,1,496.44,292,17.73,28,0,28,1,Regular Customers
15301,50,11,4427.45,2601,18.37116182572614,166,317,241,2,Loyal Customers
15303,289,1,574.02,248,18.516774193548386,31,0,31,1,Regular Customers
15304,60,8,694.4000000000001,104,30.19130434782609,8,307,23,0,Low Engagement
15306,63,3,1174.35,810,20.247413793103448,57,83,58,0,Low Engagement
15307,95,1,205.3,37,17.108333333333334,12,0,12,1,Regular Customers
15308,273,1,310.47,175,16.340526315789475,19,0,19,1,Regular Customers
15311,0,91,56566.47,35223,24.091341567291312,567,373,2348,2,Loyal Customers
15312,74,4,924.85,516,19.677659574468084,42,279,47,0,Low Engagement
15313,109,1,52.0,25,52.0,1,0,1,1,Regular Customers
15314,198,1,327.97,313,13.665416666666667,24,0,24,1,Regular Customers
15315,63,2,570.5,862,15.41891891891892,35,51,37,0,Low Engagement
15316,326,1,165.0,100,165.0,1,0,1,3,VIP Customers
15318,3,1,312.62,642,9.473333333333333,33,0,33,0,Low Engagement
15319,283,1,204.5,175,12.78125,16,0,16,1,Regular Customers
15320,43,1,267.13,326,7.420277777777778,36,0,36,1,Regular Customers
15321,70,3,2748.31,1181,28.92957894736842,83,220,95,0,Low Engagement
15322,85,1,679.68,416,16.18285714285714,42,0,42,1,Regular Customers
15325,103,1,161.74,231,3.3695833333333334,47,0,48,1,Regular Customers
15326,333,1,311.71,386,10.748620689655171,29,0,29,1,Regular Customers
15327,52,1,208.75,116,20.875,10,0,10,1,Regular Customers
15329,38,3,1049.7,486,18.41578947368421,51,132,57,0,Low Engagement
15330,31,2,460.56,1072,38.38,9,28,12,0,Low Engagement
15332,365,4,1661.06,652,47.45885714285714,29,3,35,1,Regular Customers
15333,207,1,1028.56,344,64.285,16,0,16,3,VIP Customers
15334,156,3,347.87,272,3.5862886597938144,66,16,97,0,Low Engagement
15335,53,1,170.22,79,4.863428571428571,34,0,35,1,Regular Customers
15339,65,2,574.07,416,6.675232558139536,77,251,86,0,Low Engagement
15341,80,1,2020.52,812,118.85411764705883,17,0,17,3,VIP Customers
15342,129,1,406.09,283,16.920416666666664,24,0,24,1,Regular Customers
15343,86,1,364.5,84,17.357142857142858,21,0,21,1,Regular Customers
15344,0,3,563.94,116,21.69,21,73,26,0,Low Engagement
15345,45,1,393.54,81,19.677,20,0,20,1,Regular Customers
15346,332,1,252.42000000000002,144,14.848235294117648,17,0,17,1,Regular Customers
15347,365,1,201.60000000000002,130,40.32000000000001,5,0,5,1,Regular Customers
15348,71,1,158.04,84,17.56,9,0,9,1,Regular Customers
15349,157,2,463.90999999999997,321,6.533943661971831,65,29,71,1,Regular Customers
15350,372,1,115.65,51,23.130000000000003,5,0,5,1,Regular Customers
15351,11,7,1934.66,742,8.83406392694064,157,357,219,2,Loyal Customers
15353,254,2,770.12,341,12.624918032786885,59,113,61,1,Regular Customers
15355,28,2,277.05,45,19.789285714285715,9,23,14,1,Regular Customers
15356,30,10,2718.03,1643,5.446953907815631,215,336,499,2,Loyal Customers
15358,4,22,8347.2,7050,15.149183303085302,292,360,551,2,Loyal Customers
15360,39,1,427.93,223,32.917692307692306,13,0,13,1,Regular Customers
15361,361,1,215.4,144,35.9,6,0,6,1,Regular Customers
15363,372,1,326.0,144,20.375,16,0,16,1,Regular Customers
15364,95,2,675.59,445,24.128214285714286,28,158,28,0,Low Engagement
15365,25,7,2314.32,1084,20.301052631578948,65,289,114,2,Loyal Customers
15366,74,2,602.51,621,13.69340909090909,37,282,44,0,Low Engagement
15367,56,4,1877.59,1057,19.764105263157894,91,218,95,0,Low Engagement
15368,20,1,167.70000000000002,74,55.900000000000006,3,0,3,1,Regular Customers
15370,40,7,2123.25,806,22.830645161290324,65,291,93,0,Low Engagement
15372,136,1,2007.3999999999999,2924,74.34814814814814,27,0,27,3,VIP Customers
15373,7,12,2415.91,500,18.302348484848483,74,363,132,2,Loyal Customers
15374,128,1,168.0,126,56.0,3,0,3,1,Regular Customers
15376,39,3,1221.56,615,10.530689655172413,100,182,116,0,Low Engagement
15379,168,7,3703.29,2305,19.089123711340207,145,189,194,2,Loyal Customers
15380,8,4,1460.16,298,41.718857142857146,21,132,35,0,Low Engagement
15381,267,1,282.29999999999995,162,40.32857142857142,7,0,7,1,Regular Customers
15382,14,6,5955.71,4012,19.7208940397351,193,280,302,2,Loyal Customers
15384,169,2,642.41,596,15.668536585365853,34,189,41,0,Low Engagement
15385,39,1,316.88,161,26.406666666666666,12,0,12,1,Regular Customers
15386,185,1,394.14,446,12.714193548387096,31,0,31,1,Regular Customers
15388,269,1,140.54,88,14.053999999999998,10,0,10,1,Regular Customers
15392,4,4,1535.53,1277,18.280119047619046,74,355,84,0,Low Engagement
15393,15,2,231.86,150,19.32166666666667,10,264,12,0,Low Engagement
15394,9,4,2183.54,910,25.68870588235294,54,348,85,0,Low Engagement
15395,325,1,107.45,17,15.35,7,0,7,1,Regular Customers
15396,112,1,288.18,122,20.584285714285716,14,0,14,1,Regular Customers
15397,289,1,94.0,20,15.666666666666666,6,0,6,1,Regular Customers
15398,15,2,1345.53,769,18.43191780821918,60,62,73,0,Low Engagement
15399,0,3,815.77,611,16.3154,45,77,50,0,Low Engagement
15400,91,5,716.2,390,59.68333333333334,10,186,12,3,VIP Customers
15402,148,2,626.35,693,15.276829268292683,34,47,41,0,Low Engagement
15405,188,1,349.1,193,43.6375,8,0,8,1,Regular Customers
15406,30,2,510.71000000000004,254,9.636037735849058,51,269,53,0,Low Engagement
15407,33,4,1046.74,552,7.072567567567567,142,271,148,0,Low Engagement
15408,263,1,267.18,106,7.858235294117647,34,0,34,1,Regular Customers
15410,83,8,3450.84,1200,28.285573770491805,48,177,122,0,Low Engagement
15411,25,4,1348.93,529,13.764591836734695,86,156,98,0,Low Engagement
15412,170,1,190.53,108,19.053,10,0,10,1,Regular Customers
15414,9,3,774.9000000000001,443,19.86923076923077,37,232,39,0,Low Engagement
15415,312,1,559.61,551,11.906595744680851,46,0,47,1,Regular Customers
15416,64,4,3984.32,2090,20.75166666666667,165,218,192,2,Loyal Customers
15417,84,1,508.8,284,18.17142857142857,28,0,28,1,Regular Customers
15419,24,1,135.86,230,16.9825,8,0,8,1,Regular Customers
15421,58,4,950.36,500,17.93132075471698,40,251,53,0,Low Engagement
15422,322,2,97.7,38,16.283333333333335,6,0,6,1,Regular Customers
15423,37,1,43.5,101,21.75,2,0,2,1,Regular Customers
15424,253,2,383.34,554,22.54941176470588,17,0,17,1,Regular Customers
15426,18,5,1404.07,656,5.105709090909091,217,350,275,2,Loyal Customers
15427,32,3,1430.54,967,4.899109589041096,233,13,292,0,Low Engagement
15428,14,1,93.78,102,15.63,6,0,6,1,Regular Customers
15429,26,2,397.35,380,4.845731707317073,77,48,82,0,Low Engagement
15432,22,1,171.19,65,17.119,10,0,10,1,Regular Customers
15433,213,2,533.3,534,13.00731707317073,40,53,41,1,Regular Customers
15434,7,5,1041.48,647,18.936,40,191,55,0,Low Engagement
15435,21,1,149.29,54,5.147931034482759,29,0,29,1,Regular Customers
15436,11,3,1067.75,574,3.6692439862542954,243,221,291,2,Loyal Customers
15437,261,1,200.16,79,4.4479999999999995,44,0,45,1,Regular Customers
15438,130,1,156.57999999999998,59,6.263199999999999,25,0,25,1,Regular Customers
15440,54,3,383.68,197,6.188387096774194,50,154,62,0,Low Engagement
15443,1,7,3213.59,1639,8.638682795698925,237,318,372,2,Loyal Customers
15444,8,2,1411.21,759,6.594439252336449,191,31,214,0,Low Engagement
15445,263,1,113.5,58,22.7,5,0,5,1,Regular Customers
15447,330,1,155.17,85,17.24111111111111,9,0,9,1,Regular Customers
15448,312,1,494.64,232,17.665714285714284,28,0,28,1,Regular Customers
15449,25,3,974.52,812,16.242,47,235,60,0,Low Engagement
15450,29,1,429.84,376,14.328,30,0,30,1,Regular Customers
15452,29,3,528.48,280,9.437142857142858,47,234,56,0,Low Engagement
15453,1,7,1371.77,837,4.91673835125448,169,185,279,2,Loyal Customers
15454,361,1,179.1,86,7.164,23,0,25,1,Regular Customers
15456,282,3,434.59000000000003,633,7.492931034482759,48,75,58,1,Regular Customers
15457,261,1,237.07,132,4.087413793103448,56,0,58,1,Regular Customers
15458,24,1,161.64,156,23.09142857142857,7,0,7,1,Regular Customers
15460,353,1,214.26,107,3.8260714285714283,53,0,56,1,Regular Customers
15462,93,3,234.6,172,21.327272727272728,9,92,11,1,Regular Customers
15463,28,1,126.14,106,18.02,7,0,7,1,Regular Customers
15464,337,1,1044.65,348,6.739677419354839,155,0,155,1,Regular Customers
15465,19,18,4085.22,805,46.422954545454544,42,349,88,2,Loyal Customers
15466,84,1,334.53,246,5.868947368421052,56,0,57,1,Regular Customers
15467,8,3,524.88,310,10.093846153846155,41,142,52,0,Low Engagement
15468,50,2,467.51,155,19.479583333333334,24,0,24,1,Regular Customers
15469,49,2,538.55,153,22.43958333333333,24,69,24,1,Regular Customers
15471,1,1,454.48,256,6.225753424657534,67,0,73,0,Low Engagement
15472,112,1,371.56,251,4.888947368421053,76,0,76,1,Regular Customers
15473,57,5,853.2,312,121.88571428571429,4,2,7,3,VIP Customers
15475,76,1,454.10999999999996,319,15.658965517241377,29,0,29,1,Regular Customers
15478,39,2,1399.92,575,31.816363636363636,34,16,44,0,Low Engagement
15480,115,1,905.5,303,20.122222222222224,45,0,45,1,Regular Customers
15482,15,11,8662.960000000001,4627,95.19736263736264,44,343,91,2,Loyal Customers
15483,160,4,225.26,291,2.6816666666666666,74,105,84,0,Low Engagement
15484,0,4,3590.41,3150,19.200053475935828,135,77,187,2,Loyal Customers
15485,29,3,2360.5,1201,28.101190476190474,59,343,84,0,Low Engagement
15488,92,1,91.32000000000001,73,45.660000000000004,2,0,2,1,Regular Customers
15489,22,3,1134.28,608,22.6856,47,188,50,0,Low Engagement
15491,94,6,3100.09,1646,20.130454545454548,108,140,154,2,Loyal Customers
15492,27,2,659.4599999999999,483,18.841714285714282,32,46,35,0,Low Engagement
15493,32,5,1953.41,551,6.7592041522491355,177,238,289,2,Loyal Customers
15494,20,2,1280.58,1139,10.49655737704918,120,99,122,0,Low Engagement
15497,17,2,1030.2,464,73.58571428571429,12,302,14,3,VIP Customers
15498,2,27,13316.4,6105,26.00859375,360,364,512,2,Loyal Customers
15500,7,4,1131.56,572,16.640588235294118,64,73,68,0,Low Engagement
15502,15,10,5565.68,3381,27.017864077669905,161,353,206,2,Loyal Customers
15503,362,1,141.04,70,2.1369696969696967,66,0,66,1,Regular Customers
15504,80,1,52.83,33,4.063846153846153,13,0,13,1,Regular Customers
15505,52,5,3610.96,2390,37.22639175257732,90,102,97,0,Low Engagement
15506,22,3,972.08,842,6.03776397515528,121,116,161,0,Low Engagement
15507,171,1,475.86,160,10.574666666666667,41,0,45,1,Regular Customers
15508,188,6,1000.27,440,10.8725,78,46,92,0,Low Engagement
15511,11,5,900.53,269,5.699556962025317,117,73,158,0,Low Engagement
15512,155,2,121.0,68,17.285714285714285,7,203,7,1,Regular Customers
15513,32,19,13639.62,5345,45.015247524752475,179,340,303,2,Loyal Customers
15514,11,11,2601.96,1618,15.962944785276074,95,352,163,2,Loyal Customers
15516,44,3,62.43,27,4.162,15,1,15,1,Regular Customers
15517,232,1,267.03,293,9.889999999999999,27,0,27,1,Regular Customers
15518,63,8,1921.55,1263,9.150238095238095,135,268,210,2,Loyal Customers
15520,1,1,343.5,314,19.083333333333332,18,0,18,1,Regular Customers
15521,39,8,2750.2,1834,14.946739130434782,115,214,184,2,Loyal Customers
15522,32,2,397.99,572,7.106964285714286,47,54,56,0,Low Engagement
15523,83,1,179.51,82,19.945555555555554,9,0,9,1,Regular Customers
15525,1,3,731.87,385,4.7217419354838706,132,371,155,0,Low Engagement
15526,32,2,148.44,24,37.11,4,0,4,1,Regular Customers
15527,18,8,2428.53,991,14.990925925925927,127,335,162,2,Loyal Customers
15528,253,1,229.33,123,8.820384615384615,26,0,26,1,Regular Customers
15529,22,11,3960.05,3454,5.990998487140696,414,343,661,2,Loyal Customers
15530,21,4,1497.31,938,13.993551401869158,90,225,107,0,Low Engagement
15531,7,2,1972.39,1085,9.00634703196347,196,22,219,0,Low Engagement
15532,24,4,1554.83,513,6.21932,204,332,250,2,Loyal Customers
15533,18,3,807.57,289,9.729759036144578,73,69,83,0,Low Engagement
15535,172,4,502.9,135,6.984722222222222,55,154,72,0,Low Engagement
15537,162,1,110.92,29,4.621666666666667,24,0,24,1,Regular Customers
15539,6,1,538.46,410,13.133170731707319,41,0,41,0,Low Engagement
15540,10,1,213.3,200,14.22,15,0,15,1,Regular Customers
15541,113,1,85.13000000000001,49,2.9355172413793107,29,0,29,1,Regular Customers
15543,287,1,127.86,86,4.566428571428571,26,0,28,1,Regular Customers
15544,8,9,3546.71,3109,13.693861003861004,122,363,259,2,Loyal Customers
15545,53,2,288.96999999999997,162,3.612125,78,316,80,0,Low Engagement
