CustomerID,LastPurchaseDate,UniquePurchaseDays,TotalOrders,TotalRevenue,TotalQuantity,Recency,Frequency,Monetary,AverageOrderValue,PurchaseFrequency,CLV,AverageBasketSize
15210,2011-04-28 16:11:00,1,1,321,228,225,1,321,321.0,1.0,3852.0,228.0
15211,2011-10-10 13:31:00,2,2,869,240,60,2,869,434.5,1.0,5214.0,120.0
15212,2011-04-12 13:45:00,1,1,99,36,241,1,99,99.0,1.0,1188.0,36.0
15213,2011-01-25 12:21:00,2,2,319,272,319,2,319,159.5,1.0,1914.0,136.0
15214,2011-12-08 12:07:00,8,8,1612,1254,2,8,1612,201.5,1.0,2418.0,156.75
15215,2011-10-24 11:41:00,3,3,720,225,47,3,720,240.0,1.0,2880.0,75.0
15216,2011-09-13 11:41:00,1,1,96,28,88,1,96,96.0,1.0,1152.0,28.0
15218,2011-11-29 11:48:00,11,11,5671,3329,11,11,5671,515.5454545454545,1.0,6186.545454545454,302.6363636363636
15219,2011-06-16 16:57:00,1,1,300,45,176,1,300,300.0,1.0,3600.0,45.0
15220,2011-10-19 12:39:00,6,6,1729,1393,52,6,1729,288.1666666666667,1.0,3458.0,232.16666666666666
15221,2010-12-08 13:08:00,1,1,401,43,366,1,401,401.0,1.0,4812.0,43.0
15222,2011-01-25 08:03:00,1,1,585,440,319,1,585,585.0,1.0,7020.0,440.0
15223,2011-04-28 11:31:00,2,2,748,213,226,2,748,374.0,1.0,4488.0,106.5
15224,2010-12-16 15:02:00,2,2,315,152,358,2,315,157.5,1.0,1890.0,76.0
15225,2011-04-19 14:51:00,1,1,399,226,234,1,399,399.0,1.0,4788.0,226.0
15226,2011-02-02 11:41:00,1,1,150,71,311,1,150,150.0,1.0,1800.0,71.0
15227,2011-11-03 11:59:00,5,5,1190,750,37,5,1190,238.0,1.0,2856.0,150.0
15228,2011-10-04 13:56:00,4,4,3331,2255,66,4,3331,832.75,1.0,9993.0,563.75
15230,2011-04-14 14:39:00,2,2,418,351,239,2,418,209.0,1.0,2508.0,175.5
15232,2011-08-18 16:27:00,2,2,597,686,113,2,597,298.5,1.0,3582.0,343.0
15234,2011-03-08 08:53:00,1,1,191,196,277,1,191,191.0,1.0,2292.0,196.0
15235,2011-05-06 09:44:00,11,12,2178,1324,218,12,2178,181.5,1.0909090909090908,2375.9999999999995,110.33333333333333
15236,2011-02-14 10:52:00,1,1,314,269,299,1,314,314.0,1.0,3768.0,269.0
15237,2011-12-08 09:46:00,4,4,1369,1071,2,4,1369,342.25,1.0,4107.0,267.75
15238,2011-11-10 14:28:00,3,3,1045,692,29,3,1045,348.3333333333333,1.0,4180.0,230.66666666666666
15239,2011-11-29 14:14:00,2,2,764,594,10,2,764,382.0,1.0,4584.0,297.0
15240,2011-10-26 09:50:00,5,5,1675,1369,45,5,1675,335.0,1.0,4020.0,273.8
15241,2011-10-04 09:05:00,8,8,1716,1818,67,8,1716,214.5,1.0,2574.0,227.25
15243,2011-09-26 14:12:00,1,1,305,185,74,1,305,305.0,1.0,3660.0,185.0
15244,2011-10-05 13:19:00,2,2,617,405,65,2,617,308.5,1.0,3702.0,202.5
15245,2011-07-28 18:56:00,3,3,2471,1784,134,3,2471,823.6666666666666,1.0,9884.0,594.6666666666666
15246,2011-04-15 14:45:00,2,2,499,247,238,2,499,249.5,1.0,2994.0,123.5
15247,2011-08-09 12:52:00,1,1,353,160,122,1,353,353.0,1.0,4236.0,160.0
15249,2011-11-08 11:45:00,13,13,6531,3577,32,13,6531,502.38461538461536,1.0,6028.615384615385,275.15384615384613
15251,2011-11-30 15:02:00,11,11,10440,6171,9,11,10440,949.0909090909091,1.0,11389.09090909091,561.0
15252,2011-11-03 13:30:00,2,2,722,522,36,2,722,361.0,1.0,4332.0,261.0
15253,2011-11-23 16:22:00,4,5,894,866,16,5,894,178.8,1.25,2682.0,173.2
15254,2011-08-04 15:04:00,1,1,291,275,127,1,291,291.0,1.0,3492.0,275.0
15255,2011-10-04 12:43:00,1,1,869,489,67,1,869,869.0,1.0,10428.0,489.0
15256,2011-07-14 11:47:00,1,1,96,55,149,1,96,96.0,1.0,1152.0,55.0
15257,2011-03-01 12:58:00,1,1,314,46,283,1,314,314.0,1.0,3768.0,46.0
15258,2011-06-24 12:30:00,2,2,602,142,169,2,602,301.0,1.0,3612.0,71.0
15260,2011-08-31 13:55:00,6,7,1775,885,100,7,1775,253.57142857142858,1.1666666666666667,3550.0000000000005,126.42857142857143
15261,2011-07-27 15:20:00,1,1,248,270,135,1,248,248.0,1.0,2976.0,270.0
15262,2011-01-20 12:16:00,1,1,175,73,324,1,175,175.0,1.0,2100.0,73.0
15263,2011-08-25 10:26:00,1,1,153,89,107,1,153,153.0,1.0,1836.0,89.0
15264,2011-10-06 13:49:00,1,1,381,265,64,1,381,381.0,1.0,4572.0,265.0
15265,2011-07-11 14:46:00,2,2,1465,612,151,2,1465,732.5,1.0,8790.0,306.0
15266,2011-01-05 13:40:00,1,1,115,18,338,1,115,115.0,1.0,1380.0,18.0
15267,2011-11-17 15:59:00,5,5,1715,944,22,5,1715,343.0,1.0,4116.0,188.8
15269,2011-11-16 09:32:00,1,1,408,26,24,1,408,408.0,1.0,4896.0,26.0
15270,2011-11-24 09:24:00,7,7,2361,1521,16,7,2361,337.2857142857143,1.0,4047.4285714285716,217.28571428571428
15271,2011-12-02 14:11:00,15,15,2352,1262,7,15,2352,156.8,1.0,1881.6000000000001,84.13333333333334
15272,2011-10-13 12:59:00,2,2,685,310,57,2,685,342.5,1.0,4110.0,155.0
15274,2011-12-05 16:57:00,2,2,695,619,4,2,695,347.5,1.0,4170.0,309.5
15275,2011-11-02 11:20:00,1,1,590,498,38,1,590,590.0,1.0,7080.0,498.0
15276,2011-10-04 16:39:00,1,1,113,64,66,1,113,113.0,1.0,1356.0,64.0
15277,2011-10-24 10:08:00,1,1,252,205,47,1,252,252.0,1.0,3024.0,205.0
15279,2010-12-20 10:48:00,1,1,282,189,355,1,282,282.0,1.0,3384.0,189.0
15280,2011-06-20 17:14:00,1,1,105,154,172,1,105,105.0,1.0,1260.0,154.0
15281,2011-10-12 09:10:00,9,9,2257,1211,59,9,2257,250.77777777777777,1.0,3009.333333333333,134.55555555555554
15286,2011-10-21 11:08:00,1,1,239,55,50,1,239,239.0,1.0,2868.0,55.0
15287,2011-11-17 15:34:00,2,2,479,433,22,2,479,239.5,1.0,2874.0,216.5
15288,2011-10-27 16:58:00,5,5,2264,775,43,5,2264,452.8,1.0,5433.6,155.0
15289,2011-11-10 13:49:00,3,3,922,1008,29,3,922,307.3333333333333,1.0,3688.0,336.0
15290,2011-12-05 11:39:00,18,18,7851,4501,5,18,7851,436.1666666666667,1.0,5234.0,250.05555555555554
15291,2011-11-14 11:02:00,14,14,4570,2102,26,14,4570,326.42857142857144,1.0,3917.1428571428573,150.14285714285714
15292,2011-05-22 15:00:00,1,1,163,56,201,1,163,163.0,1.0,1956.0,56.0
15296,2011-10-20 11:47:00,6,6,3581,1766,51,6,3581,596.8333333333334,1.0,7162.0,294.3333333333333
15297,2011-11-29 16:32:00,3,3,620,292,10,3,620,206.66666666666666,1.0,2480.0,97.33333333333333
15298,2011-12-07 17:17:00,12,12,4724,3116,2,12,4724,393.6666666666667,1.0,4724.0,259.6666666666667
15299,2011-10-03 14:19:00,6,6,3905,2947,67,6,3905,650.8333333333334,1.0,7810.0,491.1666666666667
15300,2011-10-06 17:08:00,1,1,486,292,64,1,486,486.0,1.0,5832.0,292.0
15301,2011-10-20 09:57:00,12,12,4970,2775,51,12,4970,414.1666666666667,1.0,4970.0,231.25
15303,2011-02-22 13:59:00,1,1,560,248,290,1,560,560.0,1.0,6720.0,248.0
15304,2011-10-10 10:23:00,8,8,683,104,61,8,683,85.375,1.0,1024.5,13.0
15306,2011-10-06 12:56:00,3,3,1149,810,64,3,1149,383.0,1.0,4596.0,270.0
15307,2011-09-05 11:38:00,1,1,196,37,96,1,196,196.0,1.0,2352.0,37.0
15308,2011-03-10 13:08:00,1,1,301,175,274,1,301,301.0,1.0,3612.0,175.0
15311,2011-12-09 12:00:00,91,91,59587,38194,1,91,59587,654.8021978021978,1.0,7857.626373626374,419.7142857142857
15312,2011-09-25 13:10:00,4,4,906,516,75,4,906,226.5,1.0,2718.0,129.0
15313,2011-08-21 16:02:00,1,1,52,25,110,1,52,52.0,1.0,624.0,25.0
15314,2011-05-24 14:39:00,1,1,319,313,199,1,319,319.0,1.0,3828.0,313.0
15315,2011-10-06 12:51:00,2,2,556,862,64,2,556,278.0,1.0,3336.0,431.0
15316,2011-01-17 11:34:00,1,1,165,100,327,1,165,165.0,1.0,1980.0,100.0
15318,2011-12-06 11:30:00,1,1,300,642,4,1,300,300.0,1.0,3600.0,642.0
15319,2011-03-01 12:48:00,1,1,195,175,284,1,195,195.0,1.0,2340.0,175.0
15320,2011-10-26 13:27:00,1,1,246,326,44,1,246,246.0,1.0,2952.0,326.0
15321,2011-09-30 09:40:00,3,3,2709,1181,71,3,2709,903.0,1.0,10836.0,393.6666666666667
15322,2011-09-15 09:34:00,1,1,661,416,86,1,661,661.0,1.0,7932.0,416.0
15325,2011-08-28 11:55:00,1,1,137,232,104,1,137,137.0,1.0,1644.0,232.0
15326,2011-01-10 11:38:00,1,1,302,386,334,1,302,302.0,1.0,3624.0,386.0
15327,2011-10-18 11:55:00,1,1,204,116,53,1,204,204.0,1.0,2448.0,116.0
15329,2011-10-31 15:36:00,3,3,1019,486,39,3,1019,339.6666666666667,1.0,4076.0,162.0
15330,2011-11-07 17:50:00,2,2,707,1312,32,2,707,353.5,1.0,4242.0,656.0
15332,2010-12-08 14:43:00,4,4,1650,652,366,4,1650,412.5,1.0,4950.0,163.0
15333,2011-05-15 13:27:00,1,1,1022,344,208,1,1022,1022.0,1.0,12264.0,344.0
15334,2011-07-06 11:22:00,3,3,300,273,157,3,300,100.0,1.0,1200.0,91.0
15335,2011-10-17 12:50:00,1,1,158,80,54,1,158,158.0,1.0,1896.0,80.0
15339,2011-10-04 12:51:00,2,2,533,416,66,2,533,266.5,1.0,3198.0,208.0
15341,2011-09-20 09:40:00,1,1,2018,812,81,1,2018,2018.0,1.0,24216.0,812.0
15342,2011-08-02 10:19:00,1,1,396,283,130,1,396,396.0,1.0,4752.0,283.0
15343,2011-09-13 13:55:00,1,1,352,84,87,1,352,352.0,1.0,4224.0,84.0
15344,2011-12-09 10:45:00,3,3,548,116,1,3,548,182.66666666666666,1.0,2192.0,38.666666666666664
15345,2011-10-25 11:28:00,1,1,381,81,46,1,381,381.0,1.0,4572.0,81.0
15346,2011-01-11 11:18:00,1,1,244,144,333,1,244,244.0,1.0,2928.0,144.0
15347,2010-12-08 15:25:00,1,1,200,130,366,1,200,200.0,1.0,2400.0,130.0
15348,2011-09-28 13:17:00,1,1,156,84,72,1,156,156.0,1.0,1872.0,84.0
15349,2011-07-04 16:06:00,2,2,430,327,158,2,430,215.0,1.0,2580.0,163.5
15350,2010-12-01 13:33:00,1,1,114,51,373,1,114,114.0,1.0,1368.0,51.0
15351,2011-11-27 12:52:00,7,7,1837,753,12,7,1837,262.42857142857144,1.0,3149.1428571428573,107.57142857142857
15353,2011-03-30 12:15:00,2,2,739,343,255,2,739,369.5,1.0,4434.0,171.5
15355,2011-11-10 13:44:00,2,2,266,45,29,2,266,133.0,1.0,1596.0,22.5
15356,2011-11-08 13:11:00,10,10,2502,1673,31,10,2502,250.2,1.0,3002.3999999999996,167.3
15358,2011-12-05 09:04:00,21,22,8142,7050,5,22,8142,370.09090909090907,1.0476190476190477,4652.571428571428,320.45454545454544
15360,2011-10-31 09:35:00,1,1,422,223,40,1,422,422.0,1.0,5064.0,223.0
15361,2010-12-13 09:52:00,1,1,417,336,362,1,417,417.0,1.0,5004.0,336.0
15363,2010-12-02 12:28:00,1,1,318,144,373,1,318,318.0,1.0,3816.0,144.0
15364,2011-09-05 09:46:00,2,2,903,493,96,2,903,451.5,1.0,5418.0,246.5
15365,2011-11-14 08:29:00,7,7,2271,1084,26,7,2271,324.42857142857144,1.0,3893.1428571428573,154.85714285714286
15366,2011-09-25 15:01:00,2,2,591,621,75,2,591,295.5,1.0,3546.0,310.5
15367,2011-10-13 14:13:00,4,4,1832,1057,57,4,1832,458.0,1.0,5496.0,264.25
15368,2011-11-18 14:42:00,1,1,445,230,21,1,445,445.0,1.0,5340.0,230.0
15370,2011-10-30 10:58:00,7,7,2341,830,41,7,2341,334.42857142857144,1.0,4013.1428571428573,118.57142857142857
15372,2011-07-25 16:39:00,1,1,1998,2924,137,1,1998,1998.0,1.0,23976.0,2924.0
15373,2011-12-01 15:05:00,12,12,2346,500,8,12,2346,195.5,1.0,2346.0,41.666666666666664
15374,2011-08-03 09:59:00,1,1,167,126,129,1,167,167.0,1.0,2004.0,126.0
15376,2011-10-30 15:04:00,3,3,1175,619,40,3,1175,391.6666666666667,1.0,4700.0,206.33333333333334
15379,2011-06-23 13:13:00,7,7,3614,2305,169,7,3614,516.2857142857143,1.0,6195.4285714285725,329.2857142857143
15380,2011-12-01 12:13:00,5,5,1674,376,9,5,1674,334.8,1.0,4017.6000000000004,75.2
15381,2011-05-10 11:55:00,2,2,592,171,214,2,592,296.0,1.0,3552.0,85.5
15382,2011-11-25 10:58:00,6,6,5814,4012,15,6,5814,969.0,1.0,11628.0,668.6666666666666
15384,2011-06-23 10:57:00,2,2,625,596,170,2,625,312.5,1.0,3750.0,298.0
15385,2011-10-30 15:11:00,1,1,312,161,40,1,312,312.0,1.0,3744.0,161.0
15386,2011-06-06 13:47:00,1,1,386,446,186,1,386,386.0,1.0,4632.0,446.0
15388,2011-03-14 13:53:00,1,1,136,88,270,1,136,136.0,1.0,1632.0,88.0
15389,2011-06-20 16:18:00,1,1,500,400,172,1,500,500.0,1.0,6000.0,400.0
15392,2011-12-05 11:01:00,4,4,1497,1277,5,4,1497,374.25,1.0,4491.0,319.25
15393,2011-11-23 16:48:00,2,2,227,150,16,2,227,113.5,1.0,1362.0,75.0
15394,2011-11-30 11:49:00,4,4,2133,910,10,4,2133,533.25,1.0,6399.0,227.5
15395,2011-01-18 12:40:00,1,1,103,17,326,1,103,103.0,1.0,1236.0,17.0
15396,2011-08-19 10:56:00,1,1,284,122,113,1,284,284.0,1.0,3408.0,122.0
15397,2011-02-23 09:25:00,1,1,91,20,290,1,91,91.0,1.0,1092.0,20.0
15398,2011-11-23 16:47:00,2,2,1311,769,16,2,1311,655.5,1.0,7866.0,384.5
15399,2011-12-08 13:04:00,3,3,790,611,1,3,790,263.3333333333333,1.0,3160.0,203.66666666666666
15400,2011-09-08 13:57:00,5,5,714,390,92,5,714,142.8,1.0,1713.6000000000001,78.0
15402,2011-07-14 12:17:00,2,2,598,693,149,2,598,299.0,1.0,3588.0,346.5
15405,2011-06-03 14:44:00,1,1,346,193,189,1,346,346.0,1.0,4152.0,193.0
15406,2011-11-08 13:22:00,3,2,479,254,31,2,479,239.5,0.6666666666666666,1916.0,127.0
15407,2011-11-06 11:55:00,4,4,972,558,34,4,972,243.0,1.0,2916.0,139.5
15408,2011-03-20 15:02:00,1,1,247,106,264,1,247,247.0,1.0,2964.0,106.0
15410,2011-09-16 14:47:00,9,8,3379,1200,84,8,3379,422.375,0.8888888888888888,4505.333333333333,150.0
15411,2011-11-13 15:19:00,4,4,1311,530,26,4,1311,327.75,1.0,3933.0,132.5
15412,2011-06-21 15:24:00,1,1,185,108,171,1,185,185.0,1.0,2220.0,108.0
15414,2011-11-30 09:50:00,3,3,755,443,10,3,755,251.66666666666666,1.0,3020.0,147.66666666666666
15415,2011-01-30 14:13:00,1,1,550,575,313,1,550,550.0,1.0,6600.0,575.0
15416,2011-10-06 09:38:00,4,4,3884,2090,65,4,3884,971.0,1.0,11652.0,522.5
15417,2011-09-15 15:26:00,1,1,491,284,85,1,491,491.0,1.0,5892.0,284.0
15419,2011-11-15 09:23:00,1,1,134,230,25,1,134,134.0,1.0,1608.0,230.0
15421,2011-10-12 09:20:00,4,4,919,500,59,4,919,229.75,1.0,2757.0,125.0
15422,2011-01-20 16:17:00,2,2,96,38,323,2,96,48.0,1.0,576.0,19.0
15423,2011-11-01 14:01:00,1,1,43,101,38,1,43,43.0,1.0,516.0,101.0
15424,2011-03-30 13:02:00,2,2,378,554,254,2,378,189.0,1.0,2268.0,277.0
15426,2011-11-20 15:36:00,5,5,1281,674,19,5,1281,256.2,1.0,3074.3999999999996,134.8
15427,2011-11-06 14:29:00,3,3,1325,1013,33,3,1325,441.6666666666667,1.0,5300.0,337.6666666666667
15428,2011-11-24 16:54:00,1,1,90,102,15,1,90,90.0,1.0,1080.0,102.0
15429,2011-11-13 12:28:00,2,2,350,380,27,2,350,175.0,1.0,2100.0,190.0
15432,2011-11-16 16:30:00,1,1,166,65,23,1,166,166.0,1.0,1992.0,65.0
15433,2011-05-10 10:45:00,2,2,515,534,214,2,515,257.5,1.0,3090.0,267.0
15434,2011-12-01 13:33:00,5,5,1021,647,8,5,1021,204.2,1.0,2450.3999999999996,129.4
15435,2011-11-17 16:39:00,1,1,130,54,22,1,130,130.0,1.0,1560.0,54.0
15436,2011-11-27 16:05:00,3,3,954,613,12,3,954,318.0,1.0,3816.0,204.33333333333334
15437,2011-03-22 13:11:00,1,1,171,79,262,1,171,171.0,1.0,2052.0,79.0
15438,2011-07-31 14:19:00,1,1,141,59,131,1,141,141.0,1.0,1692.0,59.0
15440,2011-10-16 12:16:00,3,3,357,197,55,3,357,119.0,1.0,1428.0,65.66666666666667
15442,2011-04-05 12:24:00,1,1,594,120,249,1,594,594.0,1.0,7128.0,120.0
15443,2011-12-08 10:40:00,7,7,3024,1663,2,7,3024,432.0,1.0,5184.0,237.57142857142858
15444,2011-11-30 17:37:00,2,2,1292,764,9,2,1292,646.0,1.0,7752.0,382.0
15445,2011-03-20 15:06:00,1,1,111,58,264,1,111,111.0,1.0,1332.0,58.0
15447,2011-01-13 11:26:00,1,1,151,85,331,1,151,151.0,1.0,1812.0,85.0
15448,2011-01-31 10:42:00,1,1,481,232,313,1,481,481.0,1.0,5772.0,232.0
15449,2011-11-13 15:02:00,3,3,950,812,26,3,950,316.6666666666667,1.0,3800.0,270.6666666666667
15450,2011-11-09 17:11:00,1,1,417,376,30,1,417,417.0,1.0,5004.0,376.0
15452,2011-11-10 12:13:00,3,3,507,283,30,3,507,169.0,1.0,2028.0,94.33333333333333
15453,2011-12-08 10:59:00,7,7,1219,845,2,7,1219,174.14285714285714,1.0,2089.714285714286,120.71428571428571
15454,2010-12-12 14:21:00,1,1,166,86,362,1,166,166.0,1.0,1992.0,86.0
15456,2011-03-01 13:51:00,3,3,424,660,283,3,424,141.33333333333334,1.0,1696.0,220.0
15457,2011-03-22 15:31:00,1,1,211,132,262,1,211,211.0,1.0,2532.0,132.0
15458,2011-11-14 13:08:00,1,1,159,156,25,1,159,159.0,1.0,1908.0,156.0
15460,2010-12-20 16:08:00,1,1,183,109,354,1,183,183.0,1.0,2196.0,109.0
15462,2011-09-06 13:11:00,3,3,233,172,94,3,233,77.66666666666667,1.0,932.0,57.333333333333336
15463,2011-11-10 12:57:00,1,1,123,106,29,1,123,123.0,1.0,1476.0,106.0
15464,2011-01-05 15:56:00,1,1,951,350,338,1,951,951.0,1.0,11412.0,350.0
15465,2011-11-20 10:11:00,18,18,7301,1257,20,18,7301,405.6111111111111,1.0,4867.333333333333,69.83333333333333
15466,2011-09-15 14:08:00,1,1,308,246,85,1,308,308.0,1.0,3696.0,246.0
15467,2011-11-30 14:17:00,3,3,500,310,9,3,500,166.66666666666666,1.0,2000.0,103.33333333333333
15468,2011-10-19 13:49:00,2,2,455,155,51,2,455,227.5,1.0,2730.0,77.5
15469,2011-10-20 16:21:00,2,2,524,153,50,2,524,262.0,1.0,3144.0,76.5
15471,2011-12-07 14:12:00,1,1,428,266,2,1,428,428.0,1.0,5136.0,266.0
15472,2011-08-18 15:17:00,1,1,329,251,113,1,329,329.0,1.0,3948.0,251.0
15473,2011-11-25 15:15:00,7,7,1771,672,14,7,1771,253.0,1.0,3036.0,96.0
15475,2011-09-23 15:20:00,1,1,442,319,77,1,442,442.0,1.0,5304.0,319.0
15478,2011-10-30 14:19:00,2,2,1416,585,40,2,1416,708.0,1.0,8496.0,292.5
15480,2011-08-15 14:32:00,1,1,882,303,116,1,882,882.0,1.0,10584.0,303.0
15482,2011-11-24 10:46:00,11,11,10996,5019,16,11,10996,999.6363636363636,1.0,11995.636363636364,456.27272727272725
15483,2011-07-01 13:07:00,4,4,188,295,161,4,188,47.0,1.0,564.0,73.75
15484,2011-12-08 15:03:00,4,4,3515,3152,1,4,3515,878.75,1.0,10545.0,788.0
15485,2011-11-09 14:31:00,3,3,2550,1306,30,3,2550,850.0,1.0,10200.0,435.3333333333333
15488,2011-09-08 10:11:00,1,1,91,73,93,1,91,91.0,1.0,1092.0,73.0
15489,2011-11-17 08:53:00,3,3,1117,608,23,3,1117,372.3333333333333,1.0,4468.0,202.66666666666666
15491,2011-09-05 15:56:00,6,6,3025,1646,95,6,3025,504.1666666666667,1.0,6050.0,274.3333333333333
15492,2011-11-11 14:53:00,2,2,648,483,28,2,648,324.0,1.0,3888.0,241.5
15493,2011-11-07 12:04:00,5,5,1798,560,33,5,1798,359.6,1.0,4315.200000000001,112.0
15494,2011-11-18 14:51:00,2,2,1239,1148,21,2,1239,619.5,1.0,7434.0,574.0
15497,2011-11-22 11:51:00,2,2,1258,624,18,2,1258,629.0,1.0,7548.0,312.0
15498,2011-12-07 12:48:00,27,27,13083,6105,3,27,13083,484.55555555555554,1.0,5814.666666666666,226.11111111111111
15500,2011-12-01 13:47:00,4,4,1100,572,8,4,1100,275.0,1.0,3300.0,143.0
15502,2011-11-24 12:48:00,9,10,6835,4232,16,10,6835,683.5,1.1111111111111112,9113.333333333334,423.2
15503,2010-12-12 10:57:00,1,1,104,74,363,1,104,104.0,1.0,1248.0,74.0
15504,2011-09-19 13:45:00,1,1,46,33,81,1,46,46.0,1.0,552.0,33.0
15505,2011-10-18 07:56:00,5,5,3571,2390,53,5,3571,714.2,1.0,8570.400000000001,478.0
15506,2011-11-17 12:11:00,3,3,913,848,23,3,913,304.3333333333333,1.0,3652.0,282.6666666666667
15507,2011-06-21 11:19:00,1,1,463,162,172,1,463,463.0,1.0,5556.0,162.0
15508,2011-06-03 15:43:00,6,6,946,440,189,6,946,157.66666666666666,1.0,1892.0,73.33333333333333
15510,2011-01-13 12:10:00,1,1,250,2,331,1,250,250.0,1.0,3000.0,2.0
15511,2011-11-28 09:43:00,5,5,817,271,12,5,817,163.4,1.0,1960.8000000000002,54.2
15512,2011-07-07 10:20:00,2,2,119,68,156,2,119,59.5,1.0,714.0,34.0
15513,2011-11-06 14:36:00,19,19,14632,5709,33,19,14632,770.1052631578947,1.0,9241.263157894737,300.4736842105263
15514,2011-11-27 14:40:00,10,11,4056,2160,12,11,4056,368.72727272727275,1.1,4867.200000000001,196.36363636363637
15516,2011-10-26 10:51:00,3,3,55,27,45,3,55,18.333333333333332,1.0,220.0,9.0
15517,2011-04-20 14:02:00,1,1,256,293,233,1,256,256.0,1.0,3072.0,293.0
15518,2011-10-06 13:05:00,8,8,1825,1273,64,8,1825,228.125,1.0,2737.5,159.125
15520,2011-12-08 10:58:00,1,1,337,314,2,1,337,337.0,1.0,4044.0,314.0
15521,2011-10-30 13:42:00,7,8,2904,1836,40,8,2904,363.0,1.1428571428571428,4978.285714285714,229.5
15522,2011-11-07 11:26:00,2,2,368,573,33,2,368,184.0,1.0,2208.0,286.5
15523,2011-09-16 16:29:00,1,1,408,132,84,1,408,408.0,1.0,4896.0,132.0
15524,2011-11-15 12:09:00,1,1,440,4,25,1,440,440.0,1.0,5280.0,4.0
15525,2011-12-07 14:43:00,3,3,726,414,2,3,726,242.0,1.0,2904.0,138.0
15526,2011-11-06 15:04:00,2,2,146,24,33,2,146,73.0,1.0,876.0,12.0
15527,2011-11-21 12:17:00,8,8,2345,992,19,8,2345,293.125,1.0,3517.5,124.0
15528,2011-03-30 16:14:00,1,1,214,123,254,1,214,214.0,1.0,2568.0,123.0
15529,2011-11-17 11:29:00,11,11,3671,3495,23,11,3671,333.72727272727275,1.0,4004.727272727273,317.72727272727275
15530,2011-11-18 12:25:00,4,4,1446,950,22,4,1446,361.5,1.0,4338.0,237.5
15531,2011-12-01 18:43:00,2,2,1880,1105,8,2,1880,940.0,1.0,11280.0,552.5
15532,2011-11-14 14:51:00,4,4,1408,519,25,4,1408,352.0,1.0,4224.0,129.75
15533,2011-11-20 15:35:00,3,3,758,289,19,3,758,252.66666666666666,1.0,3032.0,96.33333333333333
15535,2011-06-19 16:02:00,4,4,492,143,173,4,492,123.0,1.0,1476.0,35.75
15537,2011-06-29 13:10:00,1,1,97,29,163,1,97,97.0,1.0,1164.0,29.0
15539,2011-12-02 13:36:00,1,1,524,410,7,1,524,524.0,1.0,6288.0,410.0
15540,2011-11-28 13:51:00,1,1,207,200,11,1,207,207.0,1.0,2484.0,200.0
15541,2011-08-17 14:58:00,1,1,67,49,114,1,67,67.0,1.0,804.0,49.0
15543,2011-02-24 15:26:00,1,1,111,86,288,1,111,111.0,1.0,1332.0,86.0
15544,2011-11-30 16:43:00,9,9,3445,3109,9,9,3445,382.77777777777777,1.0,4593.333333333333,345.44444444444446
15545,2011-10-16 13:24:00,2,2,250,163,54,2,250,125.0,1.0,1500.0,81.5
15547,2011-12-02 12:52:00,14,14,4567,4032,7,14,4567,326.2142857142857,1.0,3914.5714285714284,288.0
15549,2011-09-23 16:22:00,3,3,1626,695,77,3,1626,542.0,1.0,6504.0,231.66666666666666
15550,2011-12-05 15:38:00,4,4,544,295,4,4,544,136.0,1.0,1632.0,73.75
15551,2011-11-03 12:37:00,1,1,417,218,37,1,417,417.0,1.0,5004.0,218.0
15552,2011-05-06 14:47:00,1,1,81,60,217,1,81,81.0,1.0,972.0,60.0
15553,2011-10-10 14:02:00,1,1,411,451,60,1,411,411.0,1.0,4932.0,451.0
15554,2011-03-07 09:00:00,1,1,214,74,278,1,214,214.0,1.0,2568.0,74.0
15555,2011-11-27 16:19:00,16,16,4350,4409,12,16,4350,271.875,1.0,3262.5,275.5625
15556,2011-11-15 16:08:00,1,1,266,236,24,1,266,266.0,1.0,3192.0,236.0
15557,2011-11-11 12:46:00,1,1,464,219,29,1,464,464.0,1.0,5568.0,219.0
15561,2011-11-28 11:07:00,4,4,786,267,12,4,786,196.5,1.0,2358.0,66.75
15562,2010-12-23 09:55:00,1,1,134,39,352,1,134,134.0,1.0,1608.0,39.0
15563,2011-11-17 12:59:00,3,3,1313,1441,22,3,1313,437.6666666666667,1.0,5252.0,480.3333333333333
15565,2011-10-20 14:33:00,2,2,169,60,50,2,169,84.5,1.0,1014.0,30.0
15567,2011-11-21 10:48:00,1,1,181,223,19,1,181,181.0,1.0,2172.0,223.0
15568,2011-12-07 11:27:00,3,3,736,461,3,3,736,245.33333333333334,1.0,2944.0,153.66666666666666
15569,2011-08-28 10:15:00,5,5,1359,666,104,5,1359,271.8,1.0,3261.6000000000004,133.2
15570,2011-12-02 14:47:00,12,12,3996,2067,7,12,3996,333.0,1.0,3996.0,172.25
15571,2011-11-28 10:02:00,4,4,624,264,12,4,624,156.0,1.0,1872.0,66.0
15572,2011-12-05 10:09:00,7,7,2433,1229,5,7,2433,347.57142857142856,1.0,4170.857142857143,175.57142857142858
15573,2011-11-08 11:38:00,2,2,536,362,32,2,536,268.0,1.0,3216.0,181.0
15574,2011-06-15 12:01:00,4,4,616,349,178,4,616,154.0,1.0,1848.0,87.25
15576,2011-11-02 12:03:00,1,1,915,404,38,1,915,915.0,1.0,10980.0,404.0
15577,2011-07-11 17:03:00,3,3,233,89,151,3,233,77.66666666666667,1.0,932.0,29.666666666666668
